id,name,handler,enabled,status,source,notes,frame
268,STAT_MEDIAN,MetaStatistics,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,median,
269,STAT_MODE,MetaStatistics,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,mode first,
270,STAT_QUARTILE,MetaStatistics,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,quartile placeholder,
271,STAT_PERCENTILE,MetaStatistics,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,percentile placeholder,
272,STAT_SKEWNESS,MetaStatistics,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,skewness placeholder,
273,STAT_KURTOSIS,MetaStatistics,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,kurtosis placeholder,
274,STAT_COVARIANCE,MetaStatistics,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,covariance,
275,STAT_ZSCORE,MetaStatistics,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,z score,
280,CORR_PEARSON,MetaStatistics,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,pearson r scaled,
281,CORR_SPEARMAN,MetaStatistics,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,spearman placeholder,
282,CORR_KENDALL,MetaStatistics,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,kendall placeholder,
290,REG_LINEAR,MetaRegression,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,simple linear regression,
291,REG_MULTIPLE,MetaStatistics,True,current,runtime_statistics_services.bas,Two-predictor least-squares regression active,"T-4=x,T-3=z,T-2=y,T-1=count,T=out"
292,REG_POLYNOMIAL,MetaStatistics,True,current,runtime_statistics_services.bas,Quadratic fallback writes b0/b1/b2 active,"T-4=x,T-3=y,T-2=count,T=out"
293,REG_LOGISTIC,MetaStatistics,True,current,runtime_statistics_services.bas,Sigmoid of linear predictor active,"T-4=x,T-3=y,T-2=count,T=out"
298,REG_PREDICT,MetaRegression,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,predict y,
299,REG_R2,MetaRegression,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,r squared,
300,TTEST_ONE,MetaHypothesis,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,one sample t placeholder,
301,TTEST_INDEPENDENT,MetaHypothesis,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,independent t placeholder,
302,TTEST_PAIRED,MetaHypothesis,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,paired t placeholder,
303,ZTEST_ONE,MetaHypothesis,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,one sample z placeholder,
304,ZTEST_TWO,MetaHypothesis,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,two sample z placeholder,
305,FTEST_VARIANCE,MetaHypothesis,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,f variance placeholder,
306,ANOVA_ONEWAY,MetaHypothesis,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,oneway anova placeholder,
307,ANOVA_TWOWAY,MetaHypothesis,retired,id_conflict_emekli,service_registry_merged.csv,ID 307 runtime STR_COUNT_CHAR ile cakisiyor; ANOVA icin @760..@769,
308,CHI_SQUARE,MetaHypothesis,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,chi square placeholder,
309,CHI_GOODNESS,MetaHypothesis,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,goodness placeholder,
310,STR_TRIM_SPACES,MetaString,,current_v33_stage4,,,
311,STR_CONCAT,MetaString,,current_v33_stage4,,,
312,STR_SUBSTR,MetaString,,current_v33_stage4,,,
313,STR_PRINT,MetaString,,current_v33_stage4,,,
314,STR_READ_CONSOLE,MetaString,,current_v33_stage4,,,
315,STR_FROM_INT,MetaString,,current_v33_stage4,,,
316,STR_TO_INT,MetaString,,current_v33_stage4,,,
317,STR_APPEND_CHAR,MetaString,,current_v33_stage4,,,
318,STR_REVERSE,MetaString,,current_v33_stage4,,,
319,STR_STATUS,MetaString,,current_v33_stage4,,,
320,POSTHOC_TUKEY,MetaPosthoc,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,tukey placeholder,
321,POSTHOC_DUNCAN,MetaPosthoc,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,duncan placeholder,
322,POSTHOC_DUNNETT,MetaPosthoc,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,dunnett placeholder,
323,POSTHOC_BONFERRONI,MetaPosthoc,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,bonferroni placeholder,
324,POSTHOC_SCHEFFE,MetaPosthoc,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,scheffe placeholder,
325,POSTHOC_LSD,MetaPosthoc,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,lsd placeholder,
340,AI_NORMALIZE_MINMAX,MetaAI,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,minmax normalize,
341,AI_NORMALIZE_ZSCORE,MetaAI,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,zscore normalize,
342,AI_ONEHOT,MetaAI,retired,id_conflict_emekli,service_registry_merged.csv,ID 342 MetaStringExt REPLACE_CHAR olarak aktif; onehot icin @818,
343,AI_TRAIN_TEST_SPLIT,MetaStringExt,True,current,runtime_string_ext_services.bas,Legacy alias to MetaAIRealV18(819),"T-4=a,T-3=b,T-2=count,T-1=out,T=opt"
344,AI_SHUFFLE,MetaStringExt,True,current,runtime_string_ext_services.bas,Legacy alias to MetaAIRealV18(820),"T-4=a,T-3=b,T-2=count,T-1=out,T=opt"
345,AI_CONFUSION_MATRIX,MetaAI,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,confusion matrix placeholder,
346,AI_ACCURACY,MetaAI,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,accuracy,
347,AI_PRECISION,MetaAI,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,precision,
348,AI_RECALL,MetaAI,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,recall,
349,AI_F1,MetaAI,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,f1 score,
350,AI_DISTANCE_EUCLIDEAN,MetaAI,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,euclidean distance,
351,AI_DISTANCE_COSINE,MetaAI,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,cosine distance placeholder,
352,AI_KNN_BASIC,MetaStringExt,True,current,runtime_string_ext_services.bas,Legacy alias to MetaAIRealV18(821),"T-4=a,T-3=b,T-2=count,T-1=out,T=query"
353,AI_LINEAR_LAYER,MetaStringExt,True,current,runtime_string_ext_services.bas,Legacy alias to MetaAIRealV18(822),"T-4=a,T-3=b,T-2=count,T-1=out,T=bias"
354,AI_SIGMOID,MetaAI,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,sigmoid scaled,
355,AI_RELU,MetaAI,True,extension_requires_meta_id_range_patch,service_registry_v33.csv,relu,
356,AI_SOFTMAX,MetaAI,retired,id_conflict_emekli,service_registry_merged.csv,ID 356 runtime STR_PARSE_DECIMAL olarak aktif; softmax icin @823,
357,STR_FORMAT_INT,MetaStringExt,True,stage9,runtime_string_ext_services.bas,Format integer to data string,uses T-relative argument frame
358,STR_HASH8,MetaStringExt,True,stage9,runtime_string_ext_services.bas,8-bit additive hash,uses T-relative argument frame
359,STR_HASH32,MetaStringExt,True,stage9,runtime_string_ext_services.bas,FNV-1a 32-bit hash masked to cell,uses T-relative argument frame
360,RAND_SEED,MetaProbability,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
361,RAND_UNIFORM_01,MetaProbability,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
362,RAND_INT_RANGE,MetaProbability,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
363,RAND_NORMAL,MetaProbability,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
364,RAND_POISSON,MetaProbability,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
365,RAND_BINOMIAL,MetaProbability,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
366,RAND_WEIGHTED,MetaProbability,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
367,RAND_SECURE_BYTE,MetaProbability,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
368,RAND_BERNOULLI,MetaProbability,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
369,RAND_SHUFFLE_DATA,MetaProbability,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
370,STR_HEX_ENCODE,MetaStringExt,True,stage9,runtime_string_ext_services.bas,Encode bytes to hex ASCII,uses T-relative argument frame
371,STR_HEX_DECODE,MetaStringExt,True,stage9,runtime_string_ext_services.bas,Decode hex ASCII to bytes,uses T-relative argument frame
372,STR_URL_ENCODE,MetaStringExt,True,stage9,runtime_string_ext_services.bas,Percent-encode URL text,uses T-relative argument frame
373,STR_URL_DECODE,MetaStringExt,True,stage9,runtime_string_ext_services.bas,Percent-decode URL text,uses T-relative argument frame
379,STR_TEXT_STATUS,MetaStringExt,True,stage9,runtime_string_ext_services.bas,Return last string/text status,uses T-relative argument frame
390,NUM_NEWTON_RAPHSON,MetaNumericMethods,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
391,NUM_BISECTION,MetaNumericMethods,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
392,NUM_SECANT,MetaNumericMethods,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
393,NUM_INTEGRAL_TRAPEZOID,MetaNumericMethods,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
394,NUM_INTEGRAL_SIMPSON,MetaNumericMethods,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
395,NUM_INTERPOLATE_LINEAR,MetaNumericMethods,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
396,NUM_BEZIER_QUADRATIC,MetaNumericMethods,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
397,NUM_RUNGE_KUTTA4_LINEAR,MetaNumericMethods,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
398,NUM_ODE_INFO,MetaNumericMethods,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
399,NUM_PDE_RESERVED,MetaNumericMethods,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
400,FILE_OPEN_READ_TEXT,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-3=name_start, T-2=name_len, T-1=reserved"
400,NUM_SPLINE_RESERVED,MetaNumericMethods,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
401,FILE_OPEN_WRITE_TEXT,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-3=name_start, T-2=name_len, T-1=reserved"
401,NUM_ADAPTIVE_INTEGRAL_RESERVED,MetaNumericMethods,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
402,FILE_OPEN_APPEND_TEXT,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-3=name_start, T-2=name_len, T-1=reserved"
403,FILE_OPEN_BINARY_READ,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-3=name_start, T-2=name_len, T-1=reserved"
404,FILE_OPEN_BINARY_WRITE,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-3=name_start, T-2=name_len, T-1=reserved"
405,FILE_CLOSE,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,T-1=handle
406,FILE_READ_BYTE,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,T-1=handle
407,FILE_WRITE_BYTE,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-2=handle, T-1=byte"
408,FILE_READ_LINE,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-3=handle, T-2=dst_data_start, T-1=max_len"
409,FILE_WRITE_LINE,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-3=handle, T-2=src_data_start, T-1=len"
410,FILE_READ_BLOCK,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-4=handle, T-3=space, T-2=dst_start, T-1=max_count"
411,FILE_WRITE_BLOCK,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-4=handle, T-3=space, T-2=src_start, T-1=count"
412,FILE_SEEK,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-2=handle, T-1=position_zero_based"
413,FILE_TELL,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,T-1=handle
414,FILE_SIZE,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,T-1=handle
415,FILE_EXISTS,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-2=name_start, T-1=name_len"
416,FILE_DELETE_RESERVED,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,
417,FILE_RENAME_RESERVED,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,
418,FILE_MKDIR_RESERVED,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,
419,FILE_STATUS,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,none
420,FILE_FLUSH,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,T-1=handle
421,FILE_OPEN_BINARY_APPEND,MetaFileServices,True,extension_requires_meta_id_range_patch,UXM_FILE_IO_SERVICES.md,Full UXM_FILE_V1 file service set. Smaller v32 file patch also uses @400..@406 with different frame; use this full version as canonical.,"T-3=name_start, T-2=name_len, T-1=reserved"
440,CPLX_INIT,MetaComplex,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
441,CPLX_ADD,MetaComplex,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
442,CPLX_SUB,MetaComplex,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
443,CPLX_MUL,MetaComplex,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
444,CPLX_DIV,MetaComplex,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
445,CPLX_CONJ,MetaComplex,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
446,CPLX_ABS,MetaComplex,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
447,CPLX_ARG,MetaComplex,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
448,CPLX_EXP,MetaComplex,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
449,CPLX_FROM_POLAR,MetaComplex,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
450,CPLX_PRINT_RESERVED,MetaComplex,True,extension_requires_meta_id_range_patch,service_registry_v35.csv,,
480,BIO_BASE_ENCODE,MetaBio,True,v3.3-stage9-active,runtime_bio_services.bas,"Stage-8 BIO/codon/protein numeric service. Base order A=0,C=1,G=2,T/U=3.",T-1=ASCII base
481,BIO_CODON_ENCODE,MetaBio,True,v3.3-stage9-active,runtime_bio_services.bas,"Stage-8 BIO/codon/protein numeric service. Base order A=0,C=1,G=2,T/U=3.",T-3/T-2/T-1=ASCII bases
482,BIO_CODON_TO_AA,MetaBio,True,v3.3-stage9-active,runtime_bio_services.bas,"Stage-8 BIO/codon/protein numeric service. Base order A=0,C=1,G=2,T/U=3.",T-1=codon id 0..63
483,BIO_TRANSLATE,MetaBio,True,v3.3-stage9-active,runtime_bio_services.bas,"Stage-8 BIO/codon/protein numeric service. Base order A=0,C=1,G=2,T/U=3.","T-4=src,T-3=len,T-2=dst,T-1=dstMax"
484,BIO_GC_CONTENT,MetaBio,True,v3.3-stage9-active,runtime_bio_services.bas,"Stage-8 BIO/codon/protein numeric service. Base order A=0,C=1,G=2,T/U=3.","T-2=src,T-1=len"
485,BIO_ORF_FIND,MetaBio,True,v3.3-stage9-active,runtime_bio_services.bas,"Stage-8 BIO/codon/protein numeric service. Base order A=0,C=1,G=2,T/U=3.","T-2=src,T-1=len"
486,BIO_AA_COUNT,MetaBio,True,v3.3-stage9-active,runtime_bio_services.bas,"Stage-8 BIO/codon/protein numeric service. Base order A=0,C=1,G=2,T/U=3.","T-3=aaSrc,T-2=len,T-1=AA ASCII"
487,BIO_MOTIF_FIND,MetaBio,True,v3.3-stage9-active,runtime_bio_services.bas,"Stage-8 BIO/codon/protein numeric service. Base order A=0,C=1,G=2,T/U=3.","T-4=src,T-3=len,T-2=motif,T-1=motifLen"
511,BIO_STATUS,MetaBio,True,v3.3-stage9-active,runtime_bio_services.bas,"Stage-8 BIO/codon/protein numeric service. Base order A=0,C=1,G=2,T/U=3.",
512,MAT_ADV_DET_N,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,T-3=A
513,MAT_ADV_INVERSE_2,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,"T-4=dst,T-3=A"
514,MAT_ADV_RANK,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,T-3=A
516,MAT_ADV_NORM_INF,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,T-3=A
517,MAT_ADV_FROBENIUS2,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,T-3=A
518,MAT_ADV_LU2,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,"T-4=L,T-2=U,T-3=A"
519,MAT_ADV_INFO,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,none
540,TENSOR_INIT2D,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,"T-4=base,T-3=dim0,T-2=dim1"
541,TENSOR_SET2D,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,"T-4=base,T-3=row,T-2=col,T-1=value"
542,TENSOR_GET2D,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,"T-4=base,T-3=row,T-2=col"
543,TENSOR_FILL,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,"T-4=base,T-3=value"
544,TENSOR_SUM,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,T-4=base
545,TENSOR_SHAPE,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,T-4=base
559,TENSOR_INFO,MetaMatrixAdvancedTensor,,v3.3-stage10-active,,,none
575,TENSOR_RESHAPE,,,,,,
576,TENSOR_FLATTEN_TO_2D,,,,,,
577,TENSOR_SLICE3D_AXIS1_TO_2D,,,,,,
578,TENSOR_SLICE3D_AXIS2_TO_2D,,,,,,
581,TENSOR_BROADCAST_ADD,,,,,,
582,TENSOR_BROADCAST_SHAPE,,,,,,
583,TENSOR_RESHAPE_INFER,,,,,,
584,TENSOR_FLATTEN_TO_1D,,,,,,
600,VEC_INIT,,,,,,
601,VEC_SET,,,,,,
602,VEC_GET,,,,,,
603,VEC_FILL,,,,,,
604,VEC_SUM,,,,,,
605,VEC_DOT,,,,,,
606,VEC_NORM1,,,,,,
607,VEC_NORM2_SQ,,,,,,
608,VEC_ADD,,,,,,
609,VEC_SCALE,,,,,,
610,VEC_FROM_DATA,,,,,,
611,VEC_TO_DATA,,,,,,
619,VEC_INFO,,,,,,
640,SPARSE_INIT,,,,,,
641,SPARSE_SET_NNZ,,,,,,
642,SPARSE_SET_ENTRY,,,,,,
643,SPARSE_GET_ENTRY_VALUE,,,,,,
644,SPARSE_MATVEC,,,,,,
645,SPARSE_TO_DENSE,,,,,,
646,SPARSE_NNZ,,,,,,
647,SPARSE_SUM_VALUES,,,,,,
648,SPARSE_TRACE,,,,,,
649,SPARSE_INFO,,,,,,
520,LINALG_DET_N,MetaLinalgAdvanced,,v3.3-stage14-active,,,
521,LINALG_RANK,MetaLinalgAdvanced,,v3.3-stage14-active,,,
522,LINALG_UPPER_TRIANGULAR,MetaLinalgAdvanced,,v3.3-stage14-active,,,
523,LINALG_DIAG_PRODUCT,MetaLinalgAdvanced,,v3.3-stage14-active,,,
524,LINALG_INVERSE_NXN,MetaLinalgAdvanced,,v3.3-stage14-active,,,
525,LINALG_SOLVE_NXN,MetaLinalgAdvanced,,v3.3-stage14-active,,,
526,LINALG_MATVEC,MetaLinalgAdvanced,,v3.3-stage14-active,,,
527,LINALG_IS_IDENTITY,MetaLinalgAdvanced,,v3.3-stage14-active,,,
528,LINALG_IS_SYMMETRIC,MetaLinalgAdvanced,,v3.3-stage14-active,,,
529,LINALG_ROW_SUM,MetaLinalgAdvanced,,v3.3-stage14-active,,,
530,LINALG_COL_SUM,MetaLinalgAdvanced,,v3.3-stage14-active,,,
531,LINALG_SWAP_ROWS,MetaLinalgAdvanced,,v3.3-stage14-active,,,
532,LINALG_SCALE_ROW,MetaLinalgAdvanced,,v3.3-stage14-active,,,
533,LINALG_ADD_ROW_MULTIPLE,MetaLinalgAdvanced,,v3.3-stage14-active,,,
539,LINALG_INFO,MetaLinalgAdvanced,,v3.3-stage14-active,,,
700,ML_RELU,MetaMLDataPipeline,,active,,,
701,ML_STEP,MetaMLDataPipeline,,active,,,
702,ML_SIGMOID_FAST1000,MetaMLDataPipeline,,active,,,
703,ML_DOT_BIAS,MetaMLDataPipeline,,active,,,
704,ML_PERCEPTRON_PREDICT,MetaMLDataPipeline,,active,,,
705,ML_MSE,MetaMLDataPipeline,,active,,,
706,ML_MAE,MetaMLDataPipeline,,active,,,
707,ML_ARGMAX,MetaMLDataPipeline,,active,,,
708,ML_PERCEPTRON_UPDATE,MetaMLDataPipeline,,active,,,
709,ML_LINEAR_GRAD_STEP,MetaMLDataPipeline,,active,,,
710,ML_CLAMP,MetaMLDataPipeline,,active,,,
719,ML_INFO,MetaMLDataPipeline,,active,,,
730,DATASET_INIT,MetaMLDataPipeline,,active,,,
731,DATASET_SET_X,MetaMLDataPipeline,,active,,,
732,DATASET_GET_X,MetaMLDataPipeline,,active,,,
733,DATASET_SET_Y,MetaMLDataPipeline,,active,,,
734,DATASET_GET_Y,MetaMLDataPipeline,,active,,,
735,DATASET_ROW_TO_VEC,MetaMLDataPipeline,,active,,,
736,DATASET_ROW_DOT_VEC,MetaMLDataPipeline,,active,,,
737,DATASET_COL_SUM,MetaMLDataPipeline,,active,,,
738,DATASET_Y_SUM,MetaMLDataPipeline,,active,,,
739,DATASET_INFO,MetaMLDataPipeline,,active,,,
740,PIPE_DATA_TO_VEC,MetaMLDataPipeline,,active,,,
741,PIPE_VEC_TO_DATA,MetaMLDataPipeline,,active,,,
742,PIPE_LINEAR_PREDICT_DATA,MetaMLDataPipeline,,active,,,
743,PIPE_EVAL_MSE_DATASET,MetaMLDataPipeline,,active,,,
744,PIPE_BATCH_Y_SUM,MetaMLDataPipeline,,active,,,
745,PIPE_BATCH_ROW_TO_VEC,MetaMLDataPipeline,,active,,,
746,PIPE_FEATURE_SCALE_CONST,MetaMLDataPipeline,,active,,,
747,PIPE_DATASET_TO_DENSE,MetaMLDataPipeline,,active,,,
748,PIPE_STATUS,MetaMLDataPipeline,,active,,,
759,PIPE_INFO,MetaMLDataPipeline,,active,,,
